,Titles,Released,MPAA,Runtime,Metascores,IMDB,User Reviews,Critic Reviews,Directors,Writers,Studios,Budget,US Gross,Worldwide Gross,Aspect Ratio
1216,Jûsan-nin no shikaku,2010,R,2h 21min,84,7.6,154,294,Takashi Miike,Kaneo Ikegami,Sedic International,"$6,000,000 ","$802,778","$18,689,058",2.35 : 1
1217,Feast,2005,R,1h 35min,43,6.3,269,62,John Gulager,Patrick Melton,Dimension Films,"$3,200,000 ","$56,131","$719,135",2.35 : 1
1218,The Wall,2017,17+,1h 28min,57,6.2,168,93,Doug Liman,Dwain Worrell,Amazon Studios,,"$1,803,064","$4,477,141",2.35 : 1
1219,Last Man Standing,1996,R,1h 41min,,6.4,174,68,Walter Hill,Ryûzô Kikushima,New Line Cinema,"$67,000,000 ","$18,115,927","$47,267,001",2.35 : 1
1220,Yi dai zong shi,2013,R,2h 10min,73,6.6,148,290,Kar-Wai Wong,Kar-Wai Wong,Block 2 Pictures,"$38,600,000 ","$6,594,959","$73,906,736",2.35 : 1
1221,Doom: Annihilation,2019,R,1h 36min,,3.7,,,Tony Giglio,Tony Giglio,Battle Mountain Films,,,,1.78 : 1
1222,In the Name of the King: A Dungeon Siege Tale,2007,PG-13,2h 7min,15,3.8,416,148,Uwe Boll,Doug Taylor,Boll Kino Beteiligungs GmbH & Co. KG,"$60,000,000 ","$4,775,656","$13,097,915",2.35 : 1
1223,Solomon Kane,2009,R,1h 44min,48,6.1,163,153,M.J. Bassett,M.J. Bassett,Davis-Films,"$45,000,000 ",,"$19,652,185",2.35 : 1
1224,To End All Wars,2001,R,2h 5min,,7.0,177,23,David L. Cunningham,Ernest Gordon,Argyll Film Partners,"$14,000,000 ",,,1.85 : 1
1225,Arlington Road,1999,R,1h 57min,65,7.2,624,166,Mark Pellington,Ehren Kruger,Screen Gems,"$31,000,000 ","$24,756,177","$41,067,311",2.35 : 1
1226,Virus,1999,R,1h 39min,19,5.0,275,101,John Bruno,Chuck Pfarrer,Mutual Film Company,"$75,000,000 ","$14,036,005","$30,657,854",2.39 : 1
1227,Miss Bala,2019,PG-13,1h 44min,41,5.8,152,76,Catherine Hardwicke,Gareth Dunnet-Alcocer,Canana Films,"$15,000,000 ","$15,006,824","$15,383,580",2.39 : 1
1228,Bad Girls,1994,R,1h 39min,,5.2,51,27,Jonathan Kaplan,Albert S. Ruddy,Twentieth Century Fox,"$25,000,000 ","$15,240,435","$15,240,435",1.78 : 1
1229,Hung fan kui,1995,R,1h 44min,61,6.8,109,75,Stanley Tong,Edward Tang,Golden Harvest Company,"$7,500,000 ","$32,392,047","$32,392,047",2.35 : 1
1230,TMNT,2007,PG,1h 27min,41,6.2,229,199,Kevin Munroe,Kevin Munroe,4Kids Entertainment,"$34,000,000 ","$54,149,098","$95,802,916",2.35 : 1
1231,Occupation,2018,R,1h 59min,45,4.7,580,34,Luke Sparke,Luke Sparke,SparkeFilms History Design,,,"$21,704",2.39:1
1232,Sleepless,2017,R,1h 35min,34,5.6,186,116,Baran bo Odar,Andrea Berloff,Open Road Films (II),"$30,000,000 ","$20,783,704","$32,917,353",2.39 : 1
1233,Fire with Fire,2012,R,1h 37min,,5.6,77,61,David Barrett,Tom O'Connor,Grindstone Entertainment Group,"$10,400,000 ",,"$2,500,277",2.39 : 1
1234,Pootie Tang,2001,PG-13,1h 21min,31,5.3,139,34,Louis C.K.,Louis C.K.,Paramount Pictures,"$7,000,000 ","$3,313,583","$3,313,583",1.85 : 1
1235,Kill Chain,2019,R,1h 31min,,5.0,73,11,Ken Sanzel,Ken Sanzel,Cinetel Films,"$3,500,000 ",,"$12,787",1.85 : 1
1236,Agent Cody Banks,2003,PG,1h 42min,41,5.1,109,82,Harald Zwart,Ashley Miller,Metro-Goldwyn-Mayer (MGM),"$28,000,000 ","$47,938,330","$58,795,814",2.39 : 1
1237,We Die Young,2019,R,1h 32min,,5.3,96,21,Lior Geller,Lior Geller,Dog with a Bone Productions,"$4,000,000 ",,"$143,837",
1238,After the Sunset,2004,PG-13,1h 37min,38,6.3,151,121,Brett Ratner,Paul Zbyszewski,New Line Cinema,"$60,000,000 ","$28,331,233","$62,657,868",2.35 : 1
1239,Dog Eat Dog,2016,21+,1h 33min,53,4.7,86,107,Paul Schrader,Edward Bunker,ADME Studios,,,"$184,404",2.35 : 1
1240,Resident Evil: Vendetta,2017,17+,1h 37min,,6.3,71,34,Takanori Tsujimoto,Makoto Fukami,Capcom Company,,,"$256,320",1.85 : 1
1241,Spy Hard,1996,PG-13,1h 21min,,5.4,,,Rick Friedberg,Jason Friedberg,Hollywood Pictures,"$18,000,000 ","$26,960,191","$26,960,191",1.85 : 1
1242,Lucky Day,2019,R,1h 39min,18,5.1,51,18,Roger Avary,Roger Avary,Davis-Films,"$8,800,000 ",,"$222,945",2.35 : 1
1243,Zoom,2006,PG,1h 33min,26,4.4,136,62,Peter Hewitt,Adam Rifkin,Revolution Studios,"$35,000,000 ","$11,989,328","$12,506,362",1.85 : 1
1244,Hard Rain,1998,R,1h 37min,36,5.9,134,89,Mikael Salomon,Graham Yost,British Broadcasting Corporation (BBC) Television,"$70,000,000 ","$19,870,567","$19,870,567",2.35 : 1
1245,Star Wars: The Clone Wars,2008,PG,1h 38min,35,5.9,284,223,Dave Filoni,Henry Gilroy,Lucasfilm Animation,"$8,500,000 ","$35,161,554","$68,282,844",2.35 : 1
1246,Chik loh dak gung,2002,R,1h 32min,,5.5,,,Siu-Tung Ching,Jing Wong,Media Asia Films,,,"$78,340",1.85 : 1
1247,Gojira: Fainaru uôzu,2004,PG-13,2h 5min,,6.4,136,121,Ryûhei Kitamura,Isao Kiriyama,Toho Pictures,"$19,500,000 ",,"$9,167,302",2.35 : 1
1248,Kraftidioten,2014,R,1h 56min,74,7.2,79,156,Hans Petter Moland,Kim Fupz Aakeson,Paradox,"€4,576,591 ","$50,251","$904,446",2.35 : 1
1249,Wild Target,2010,PG-13,1h 38min,41,6.8,102,68,Jonathan Lynn,Lucinda Coxon,Magic Light Pictures,"$8,000,000 ","$108,589","$3,494,154",2.35 : 1
1250,Ging chaat goo si,1985,PG-13,1h 40min,78,7.6,105,3,Jackie Chan,Jackie Chan,Golden Way Films Ltd.,,"$113,164","$113,164",2.35 : 1
1251,Message from the King,2016,17+,1h 42min,40,6.4,100,38,Fabrice du Welz,Oliver Butcher,Backup Media,"$10,000,000 ",,"$315,132",2.35 : 1
1252,Tales from the Crypt: Demon Knight,1995,21+,1h 32min,48,6.7,127,83,Ernest R. Dickerson,Ethan Reiff,Universal Pictures,"$13,000,000 ","$21,089,146","$21,089,146",1.33 : 1
1253,The Prince,2014,R,1h 33min,19,4.6,162,50,Brian A. Miller,Andre Fabrizio,Hannibal Classics,"$18,000,000 ",,"$1,289,595",2.35 : 1
1254,Vertical Limit,2000,PG-13,2h 4min,,5.9,,,Martin Campbell,Robert King,Columbia Pictures,"$75,000,000 ","$69,243,859","$215,663,859",1.85 : 1
1255,Tekken,2010,R,1h 27min,,4.8,118,72,Dwight H. Little,Alan B. McElroy,CST Productions,"$30,000,000 ",,"$1,697,207",2.35 : 1
1256,Day of the Dead: Bloodline,2017,R,1h 30min,,3.4,286,70,Hèctor Hernández Vicens,Mark Tonderai,Nu Boyana Film Studios,"$8,000,000 ",,"$272,793",2.35 : 1
1257,Death Sentence,2007,R,1h 45min,36,6.7,365,178,James Wan,Ian Mackenzie Jeffers,Twentieth Century Fox,"$20,000,000 ","$9,534,258","$16,974,459",2.35 : 1
1258,S.W.A.T.: Under Siege,2017,R,1h 29min,,4.6,42,19,Tony Giglio,Jonas Barnes,Destination Films,,,,
1259,Bait,2012,R,1h 33min,,5.2,124,158,Kimble Rendall,Russell Mulcahy,Bait Productions,"A$30,000,000 ",,"$33,492,566",1.85 : 1
1260,Cats & Dogs,2001,PG,1h 27min,47,5.1,244,107,Lawrence Guterman,John Requa,Warner Bros.,"$60,000,000 ","$93,385,515","$200,687,492",1.85 : 1
1261,Accident Man,2018,R,1h 45min,,6.2,94,42,Jesse V. Johnson,Scott Adkins,LINK Entertainment,"$6,000,000 ",,,2.35 : 1
1262,Snatched,2017,R,1h 30min,45,4.5,323,151,Jonathan Levine,Katie Dippold,Chernin Entertainment,"$42,000,000 ","$45,852,178","$60,845,711",2.35 : 1
1263,Unleashed,2005,R,1h 43min,,7.0,,,Louis Leterrier,Luc Besson,Rogue Pictures,"$45,000,000 ","$24,537,621","$50,871,113",2.35 : 1
1264,Highlander II: The Quickening,1991,R,1h 31min,31,4.2,289,76,Russell Mulcahy,Gregory Widen,Davis-Panzer Productions,"$30,000,000 ","$15,556,340","$15,556,340",2.39 : 1
1265,Spooks: The Greater Good,2015,R,1h 44min,47,6.2,88,66,Bharat Nalluri,Jonathan Brackley,Shine Pictures,,,"$5,161,464",2.35 : 1
1266,Dungeons & Dragons,2000,PG-13,1h 47min,14,3.7,613,120,Courtney Solomon,Topper Lilien,New Line Cinema,"$45,000,000 ","$15,391,970","$33,978,694",1.85 : 1
1267,BloodRayne,2005,R,1h 35min,,2.9,,,Uwe Boll,Guinevere Turner,Boll Kino Beteiligungs GmbH & Co. KG,"$25,000,000 ","$2,405,420","$3,650,275",2.35 : 1
1268,Empire State,2013,R,1h 34min,,5.2,68,39,Dito Montiel,Adam Mazer,Grindstone Entertainment Group,"$11,000,000 ",,"$1,212,500",2.35 : 1
1269,The Four Feathers,2002,PG-13,2h 12min,49,6.5,231,97,Shekhar Kapur,A.E.W. Mason,Paramount Pictures,"$35,000,000 ","$18,306,166","$29,882,645",2.35 : 1
1270,Harley Davidson and the Marlboro Man,1991,R,1h 38min,36,6.1,100,43,Simon Wincer,Don Michael Paul,Krisjair,"$23,000,000 ","$7,434,726","$7,434,726",1.85 : 1
1271,Hidalgo,2004,PG-13,2h 16min,54,6.7,361,147,Joe Johnston,John Fusco,Touchstone Pictures,"$100,000,000 ","$67,303,450","$108,040,622",2.39 : 1
1272,Below,2002,R,1h 45min,55,6.2,159,47,David Twohy,Lucas Sussman,Dimension Films,"$40,000,000 ","$605,562","$2,622,015",1.85 : 1
1273,Acts of Vengeance,2017,21+,1h 27min,49,5.7,92,41,Isaac Florentine,Matt Venne,Canal Sur Televisión,,,"$320,705",1.85 : 1
1274,Paid in Full,2002,R,1h 37min,49,7.1,41,25,Charles Stone III,Azie Faison Jr.,Dimension Films,,"$3,090,862","$3,116,526",1.85 : 1
1275,Geom-gaek,2020,13+,1h 40min,,6.8,48,35,Jae-Hoon Choi,Jae-Hoon Choi,Opus Pictures,,,"$1,516,150",1.85 : 1
1276,Tropa de Elite,2007,R,1h 55min,33,8.0,129,148,José Padilha,André Batista,Zazen Produções,"$4,000,000 ","$8,744","$14,759,148",1.85 : 1
1277,Sin-gwa ham-kke: Jwi-wa beol,2017,13+,2h 19min,,7.3,76,28,Yong-hwa Kim,Ho-min Ju,Dexter Studios,,"$1,908,823","$109,383,972",2.35 : 1
1278,I Spy,2002,PG-13,1h 37min,35,5.4,156,113,Betty Thomas,Morton S. Fine,Columbia Pictures,"$70,000,000 ","$33,561,137","$51,386,477",1.85 : 1
1279,The Golden Voyage of Sinbad,1973,G,1h 45min,69,6.8,83,74,Gordon Hessler,Brian Clemens,Ameran Films,"$982,351 ",,,1.66 : 1
1280,Raees,2017,17+,2h 23min,,6.8,216,44,Rahul Dholakia,Rahul Dholakia,Excel Entertainment,,"$3,262,954","$26,385,310",2.35 : 1
1281,Maximum Risk,1996,R,1h 41min,,5.5,92,59,Ringo Lam,Larry Ferguson,Columbia Pictures,"$25,000,000 ","$14,502,483","$14,502,483",2.35 : 1
1282,The Brave One,2007,R,2h 2min,56,6.7,318,187,Neil Jordan,Roderick Taylor,Warner Bros.,"$70,000,000 ","$36,793,804","$69,787,394",2.39 : 1
1283,The Cold Light of Day,2012,PG-13,1h 33min,22,4.9,174,125,Mabrouk El Mechri,Scott Wiper,Summit Entertainment,"$20,000,000 ","$3,763,583","$16,863,583",2.35 : 1
1284,Kill Switch,2017,R,1h 31min,31,4.8,107,41,Tim Smit,Charlie Kindinger,CTM Productions BV,,,,2.35 : 1
1285,Zombeavers,2014,R,1h 17min,44,4.8,141,166,Jordan Rubin,Al Kaplan,Armory Films,,"$14,947","$54,985",1.85 : 1
1286,Romeo Must Die,2000,R,1h 55min,52,6.1,378,79,Andrzej Bartkowiak,Mitchell Kapner,Warner Bros.,"$25,000,000 ","$55,973,336","$91,036,760",2.35 : 1
1287,Survivor,2015,PG-13,1h 36min,28,5.6,167,76,James McTeigue,Philip Shelby,Millennium Films,"$20,000,000 ",,"$3,638,976",2.35 : 1
1288,A Man Apart,2003,R,1h 49min,36,6.1,144,114,F. Gary Gray,Christian Gudegast,"""DIA"" Productions GmbH & Co. KG","$36,000,000 ","$26,736,098","$44,350,926",2.35 : 1
1289,Sky Captain and the World of Tomorrow,2004,PG,1h 46min,64,6.0,648,181,Kerry Conran,Kerry Conran,Paramount Pictures,"$70,000,000 ","$37,762,677","$57,947,036",1.85 : 1
1290,Driven,2001,PG-13,1h 56min,29,4.6,345,116,Renny Harlin,Jan Skrentny,Franchise Pictures,"$94,000,000 ","$32,720,065","$54,744,738",2.35 : 1
1291,The Skulls,2000,PG-13,1h 46min,24,5.6,194,92,Rob Cohen,John Pogue,Universal Pictures,"$35,000,000 ","$35,046,120","$50,802,120",1.85 : 1
1292,The Net,1995,PG-13,1h 54min,51,5.9,198,65,Irwin Winkler,John Brancato,Columbia Pictures,"$22,000,000 ","$50,727,965","$110,627,965",1.85 : 1
1293,G-Force,2009,PG,1h 28min,41,5.1,96,148,Hoyt Yeatman,Cormac Wibberley,Jerry Bruckheimer Films,"$150,000,000 ","$119,436,770","$292,817,898",2.39 : 1
1294,Mongol,2007,R,2h 6min,74,7.2,184,163,Sergei Bodrov,Arif Aliev,CTB Film Company,"$18,000,000 ","$5,705,761","$26,527,510",2.35 : 1
1295,Autómata,2014,R,1h 49min,37,6.1,186,150,Gabe Ibáñez,Gabe Ibáñez,Green Moon,"$7,000,000 ",,"$6,237,990",2.35 : 1
1296,Overdrive,2017,17+,1h 33min,,5.4,60,55,Antonio Negret,Michael Brandt,Overdrive Productions,"€24,340,000 ","$7,793","$9,650,552",2.35 : 1
1297,Big Stan,2007,R,1h 45min,,6.2,70,36,Rob Schneider,Josh Lieb,Silver Nitrate,"$10,000,000 ",,"$8,742,330",1.85 : 1
1298,The Gunman,2015,R,1h 55min,39,5.8,162,239,Pierre Morel,Jean-Patrick Manchette,Open Road Films (II),"$40,000,000 ","$10,664,749","$24,177,137",2.35 : 1
1299,Blues Brothers 2000,1998,PG-13,2h 3min,,4.9,,,John Landis,Dan Aykroyd,Universal Pictures,"$28,000,000 ","$14,051,384","$14,051,384",1.85 : 1
1300,Dark Tide,2012,PG-13,1h 54min,23,4.3,64,63,John Stockwell,Amy Sorlie,Magnet Media Productions,"$25,000,000 ",,"$1,167,612",2.35 : 1
1301,Heist,2001,R,1h 49min,66,6.5,287,131,David Mamet,David Mamet,Morgan Creek Entertainment,"$39,000,000 ","$23,510,841","$28,510,652",1.85 : 1
1302,Species II,1998,R,1h 33min,19,4.4,169,105,Peter Medak,Dennis Feldman,Metro-Goldwyn-Mayer (MGM),,"$19,221,939","$19,221,939",1.85 : 1
1303,The Spy Next Door,2010,PG,1h 34min,27,5.5,100,66,Brian Levant,Jonathan Bernstein,Relativity Media,"$28,000,000 ","$24,307,086","$66,166,000",1.85 : 1
1304,The Shadow,1994,PG-13,1h 48min,50,6.1,165,93,Russell Mulcahy,Walter B. Gibson,Universal Pictures,"$25,000,000 ","$32,063,435","$48,063,435",1.85 : 1
1305,Get the Gringo,2012,R,1h 36min,60,7.0,167,212,Adrian Grunberg,Mel Gibson,Icon Productions,"$20,000,000 ",,"$8,826,837",2.39 : 1
1306,The Sentinel,2006,PG-13,1h 48min,49,6.1,233,167,Clark Johnson,George Nolfi,Twentieth Century Fox,"$60,000,000 ","$36,280,697","$78,810,595",2.35 : 1
1307,Double Team,1997,R,1h 33min,,4.8,110,88,Hark Tsui,Don Jakoby,Mandalay Entertainment,"$30,000,000 ","$11,438,337","$11,438,337",2.35 : 1
1308,Scenes of the Crime,2001,R,1h 31min,,5.8,14,13,Dominique Forma,Dominique Forma,Battleplan Productions,,,"$70,812",1.85 : 1
1309,Der Rote Baron,2008,PG-13,1h 46min,,6.4,85,30,Nikolai Müllerschön,Nikolai Müllerschön,Niama Film,"€18,000,000 ","$37,189","$2,783,332",2.35 : 1
1310,Point of No Return,1993,R,1h 49min,53,6.1,140,41,John Badham,Luc Besson,Warner Bros.,,"$30,038,362","$30,038,362",2.35 : 1
1311,Bajirao Mastani,2015,13+,2h 38min,,7.2,210,46,Sanjay Leela Bhansali,Nagnath S. Inamdar,Bhansali Productions,"₹1,250,000,000 ","$6,557,047","$11,350,917",2.35 : 1
1312,Inside Man: Most Wanted,2019,R,1h 45min,,5.6,82,9,M.J. Bassett,Brian Brightly,Universal 1440 Entertainment,,,,2.35 : 1
1313,Superfly,2018,R,1h 56min,52,5.2,131,63,Director X.,Alex Tse,Columbia Pictures,"$16,000,000 ","$20,545,116","$20,780,685",1.85 : 1
1314,We Own the Night,2007,R,1h 57min,59,6.8,222,218,James Gray,James Gray,Columbia Pictures,"$21,000,000 ","$28,563,179","$55,033,767",1.85 : 1
1315,Tromeo and Juliet,1996,R,1h 47min,,6.1,,,Lloyd Kaufman,James Gunn,Troma Entertainment,"$350,000 ",,,1.33 : 1
1316,The Fantastic Four,1994,PG,1h 30min,,3.8,140,60,Oley Sassone,Craig J. Nevius,New Horizons,"$1,000,000 ",,,1.85 : 1
1317,The One,2001,PG-13,1h 27min,25,5.9,308,101,James Wong,Glen Morgan,Revolution Studios,"$49,000,000 ","$43,905,746","$74,005,691",2.39 : 1
1318,Assassins,1995,R,2h 12min,,6.3,109,74,Richard Donner,Lilly Wachowski,Warner Bros.,"$50,000,000 ","$30,303,072","$30,303,072",1.85 : 1
1319,Wer,2013,R,1h 33min,,5.9,89,52,William Brent Bell,William Brent Bell,FilmDistrict,"$2,500,000 ",,"$860,940",1.85 : 1
1320,"Crouching Tiger, Hidden Dragon: Sword of Destiny",2016,PG-13,1h 36min,47,6.1,89,72,Woo-Ping Yuen,John Fusco,Netflix,"$20,000,000 ",,"$38,659,039",2.39 : 1
1321,National Security,2003,PG-13,1h 28min,31,5.6,160,56,Dennis Dugan,Jay Scherick,Columbia Pictures,,"$36,381,186","$50,097,949",1.85 : 1
1322,Black '47,2018,R,1h 40min,65,6.9,147,56,Lance Daly,Lance Daly,Fastnet Films,,"$57,520","$2,073,063",2.35 : 1
1323,Yip Man 3,2015,13+,1h 45min,57,7.1,98,83,Wilson Yip,Tai-lee Chan,Golden Harvest Company,"$36,000,000 ","$2,679,437","$157,029,618",2.35 : 1
1324,Mugen no jûnin,2017,21+,2h 20min,72,6.8,78,156,Takashi Miike,Hiroaki Samura,Warner Bros.,,"$150,532","$7,162,617",2.35 : 1
1325,Nothing to Lose,1997,R,1h 38min,,6.7,,,Steve Oedekerk,Steve Oedekerk,O Entertainment,"$25,000,000 ","$44,480,039","$44,480,039",1.85 : 1
1326,Batman: Gotham by Gaslight,2018,R,1h 18min,,6.7,,,Sam Liu,James Krieg,DC Entertainment,,,,1.78 : 1
1327,Blood and Bone,2009,R,1h 33min,,6.7,88,39,Ben Ramsey,Michael Andrews,Remarkable Films,"$3,700,000 ",,"$3,492",1.78 : 1
1328,Captain Underpants: The First Epic Movie,2017,SU,1h 29min,69,6.2,140,135,David Soren,Nicholas Stoller,DreamWorks Animation,"$38,000,000 ","$73,921,000","$125,427,681",1.85 : 1
1329,Pawn Shop Chronicles,2013,R,1h 52min,26,5.9,60,47,Wayne Kramer,Adam Minarovich,Anchor Bay Films,"$5,000,000 ","$8,088","$10,080",1.85 : 1
1330,The Professionals,1966,PG-13,1h 57min,75,7.3,104,55,Richard Brooks,Frank O'Rourke,Pax Enterprises,,"$19,537,346",,2.35 : 1
1331,Legend of the Guardians: The Owls of Ga'Hoole,2010,PG,1h 37min,53,6.9,191,191,Zack Snyder,John Orloff,Warner Bros.,"$80,000,000 ","$55,675,313","$140,073,390",2.35 : 1
1332,xXx: State of the Union,2005,PG-13,1h 41min,37,4.5,239,54,Lee Tamahori,Rich Wilkes,Columbia Pictures,"$113,000,000 ","$26,873,932","$71,022,693",2.39 : 1
1333,Tracers,2015,PG-13,1h 34min,45,5.6,55,82,Daniel Benmayor,Matt Johnson,Saban Films,"$11,000,000 ",,"$3,340,503",2.35 : 1
1334,Voyage to the Bottom of the Sea,1961,PG,1h 45min,,6.1,85,52,Irwin Allen,Irwin Allen,Irwin Allen Productions,"$1,580,000 ",,,2.35 : 1
1335,Boku no hîrô akademia THE MOVIE ~ 2-ri no eiyû ~,2018,13+,1h 36min,,7.5,51,14,Kenji Nagasaki,Kôhei Horikoshi,Bones,,"$5,754,556","$21,022,724",1.85 : 1
1336,The Art of War,2000,R,1h 57min,30,5.7,179,98,Christian Duguay,Wayne Beach,Morgan Creek Entertainment,"$60,000,000 ","$30,208,599","$40,400,425",2.35 : 1
1337,How I Live Now,2013,R,1h 41min,57,6.5,101,136,Kevin Macdonald,Meg Rosoff,Film4,"$8,000,000 ","$60,213","$925,762",1.85 : 1
1338,The Big Hit,1998,R,1h 31min,31,6.1,184,66,Kirk Wong,Ben Ramsey,TriStar Pictures,"$13,000,000 ","$27,007,143","$27,007,143",1.85 : 1
1339,Underdog,2007,R,1h 40min,37,4.8,109,92,Frederik Du Chau,Adam Rifkin,Have No Fear Productions,,"$43,760,605","$65,270,477",2.35 : 1
1340,Universal Soldier: Day of Reckoning,2012,R,1h 54min,58,5.0,115,129,John Hyams,John Hyams,Foresight Unlimited,"$10,000,000 ","$5,460","$1,402,307",2.35 : 1
1341,Cradle 2 the Grave,2003,R,1h 41min,36,5.8,195,102,Andrzej Bartkowiak,John O'Brien,Warner Bros.,"$25,000,000 ","$34,712,347","$56,489,558",2.35 : 1
1342,Red Tails,2012,PG-13,2h 5min,46,5.9,316,150,Anthony Hemingway,John Ridley,Twentieth Century Fox,"$58,000,000 ","$49,876,377","$50,365,498",2.35 : 1
1343,Stormbreaker,2006,PG,1h 33min,42,5.1,195,68,Geoffrey Sax,Anthony Horowitz,Samuelson Productions,"£40,000,000 ","$677,646","$23,937,870",2.35 : 1
1344,Premium Rush,2012,PG-13,1h 31min,66,6.5,202,259,David Koepp,David Koepp,Columbia Pictures,"$35,000,000 ","$20,275,446","$31,083,599",2.35 : 1
1345,Lat sau san taam,1992,R,2h 8min,,7.8,285,109,John Woo,John Woo,Golden Princess Film Production Limited,"$4,500,000 ",,,1.85 : 1
1346,Red Sky,2014,PG-13,1h 40min,,4.1,15,7,Mario Van Peebles,Mario Van Peebles,Aldamisa Entertainment,"$25,000,000 ",,"$7,289",
1347,Teen Titans Go! To the Movies,2018,SU,1h 24min,69,6.8,223,117,Aaron Horvath,Michael Jelenic,Warner Bros. Animation,"$10,000,000 ","$29,790,236","$52,090,236",1.85 : 1
1348,Chasers,1994,R,1h 42min,44,5.1,30,21,Dennis Hopper,Joe Batteer,Morgan Creek Entertainment,,"$1,596,687","$1,596,687",1.85 : 1
1349,Start-Up,2019,13+,1h 42min,,6.3,,,Jeong-Yeol Choi,Jeong-Yeol Choi,Filmmaker R&K,,,"$24,106,579",1.85 : 1
1350,On Deadly Ground,1994,R,1h 41min,33,4.6,160,68,Steven Seagal,Ed Horowitz,Seagal/Nasso Productions,"$50,000,000 ","$38,590,458","$38,590,458",2.39 : 1
1351,Bad Company,2002,PG-13,1h 56min,,5.6,,,Joel Schumacher,Gary M. Goodman,Touchstone Pictures,"$70,000,000 ","$30,160,161","$66,200,782",2.39 : 1
1352,The Brothers Bloom,2008,PG-13,1h 54min,55,6.8,131,187,Rian Johnson,Rian Johnson,Endgame Entertainment,"$20,000,000 ","$3,531,756","$5,530,764",2.35 : 1
1353,Sinbad and the Eye of the Tiger,1977,G,1h 53min,,6.4,68,68,Sam Wanamaker,Beverley Cross,Columbia Pictures,"$3,500,000 ",,,1.66 : 1
1354,"Tomorrow, When the War Began",2010,R,1h 44min,54,6.2,273,89,Stuart Beattie,John Marsden,Ambience Entertainment,"A$25,000,000 ","$4,936","$16,533,595",2.35 : 1
1355,D.E.B.S.,2004,PG-13,1h 31min,42,5.3,167,52,Angela Robinson,Angela Robinson,Screen Gems,"$3,500,000 ","$97,446","$97,446",2.35 : 1
1356,Sanctum,2011,R,1h 48min,42,5.9,254,253,Alister Grierson,John Garvin,Universal Pictures,"$30,000,000 ","$23,209,310","$108,609,310",1.85 : 1
1357,Beirut,2018,17+,1h 50min,69,6.5,130,99,Brad Anderson,Tony Gilroy,Kasbah Films,,"$5,019,226","$7,509,436",2.39 : 1
1358,The Getaway,1994,R,1h 55min,51,5.8,66,26,Roger Donaldson,Jim Thompson,Universal Pictures,,"$16,094,974","$30,057,974",2.39 : 1
1359,Beast of Burden,2018,R,1h 29min,,3.6,46,25,Jesper Ganslandt,Adam Hoelzel,WYSJ Media,,,"$52,976",2.35 : 1
1360,Henry V,1989,PG-13,2h 17min,83,7.5,126,48,Kenneth Branagh,William Shakespeare,Renaissance Films,"$9,000,000 ","$10,161,099","$10,161,099",1.85 : 1
1361,Cats & Dogs 3: Paws Unite,2020,PG,1h 24min,,3.7,31,16,Sean McNamara,Scott Bindley,Warner Bros.,"$17,000,000 ",,"$4,181,511",1.78 : 1
1362,Mighty Joe Young,1998,PG,1h 54min,51,5.7,105,43,Ron Underwood,Merian C. Cooper,RKO Pictures,"$90,000,000 ","$50,632,037","$50,632,037",1.85 : 1
1363,Kingsglaive: Final Fantasy XV,2016,PG-13,1h 50min,35,6.8,91,46,Takeshi Nozue,Takashi Hasegawa,Square Visual Works Co. Ltd.,,"$269,980","$5,725,482",2.35 : 1
1364,Machine Gun Preacher,2011,R,2h 9min,43,6.8,145,143,Marc Forster,Jason Keller,Relativity Media,"$30,000,000 ","$538,690","$3,338,690",2.35 : 1
1365,Babylon A.D.,2008,PG-13,1h 30min,26,5.6,226,165,Mathieu Kassovitz,Maurice G. Dantec,Babylon,"$70,000,000 ","$22,532,572","$72,109,200",2.35 : 1
1366,Striking Distance,1993,R,1h 42min,36,5.9,106,40,Rowdy Herrington,Rowdy Herrington,Columbia Pictures,"$30,000,000 ","$24,107,867","$24,107,867",1.85 : 1
1367,Hollywood Homicide,2003,PG-13,1h 56min,47,5.3,253,134,Ron Shelton,Robert Souza,Revolution Studios,"$75,000,000 ","$30,940,691","$51,142,659",2.35 : 1
1368,12 Rounds,2009,PG-13,1h 48min,38,5.6,125,118,Renny Harlin,Daniel Kunka,Fox Atomic,"$22,000,000 ","$12,234,694","$17,280,326",2.35 : 1
1369,Erased,2012,R,1h 40min,34,6.1,121,70,Philipp Stölzl,Arash Amel,Entertainment Motion Pictures (E-MOTION),"€12,000,000 ",,"$1,314,735",2.35 : 1
1370,Kiss of the Dragon,2001,R,1h 38min,58,6.6,267,120,Chris Nahon,Jet Li,Twentieth Century Fox,"$25,000,000 ","$36,845,124","$64,437,847",2.35 : 1
1371,Entebbe,2018,17+,1h 47min,49,5.8,231,142,José Padilha,Gregory Burke,Participant,,"$3,326,885","$8,771,432",2.39 : 1
1372,211,2018,17+,1h 26min,21,4.4,214,45,York Alec Shackleton,York Alec Shackleton,Millennium Films,,,"$1,052,222",1.85 : 1
1373,Ultraviolet,2006,PG-13,1h 28min,18,4.4,856,163,Kurt Wimmer,Kurt Wimmer,Screen Gems,"$30,000,000 ","$18,535,812","$31,070,211",1.85 : 1
1374,First Kill,2017,17+,1h 37min,39,5.0,134,56,Steven C. Miller,Nick Gordon,Grindstone Entertainment Group,"$10,000,000 ",,"$347,295",2.35 : 1
